index_content,word,nature,content_type,index_word
1003,一颗,m,neg,6
1003,售后服务,l,neg,7
1003,垃圾,n,neg,8
1003,安装,v,neg,9
1003,找,v,neg,10
1003,物管,n,neg,11
1003,师傅,nr,neg,12
1003,安装,v,neg,13
1003,多半,m,neg,14
1003,换,v,neg,15
1003,材料费,n,neg,16
1003,啥子,r,neg,17
1003,收不到,v,neg,18
1003,钱,n,neg,19
1003,客服,n,neg,20
1003,拆,v,neg,21
1003,旧,n,neg,22
1003,收费,n,neg,23
1003,拆,v,neg,24
1003,这位,rz,neg,25
1003,安装,v,neg,26
1003,师傅,nr,neg,27
1003,电话,n,neg,28
1003,里,f,neg,29
1003,拆,v,neg,30
1003,找,v,neg,31
1003,拆,v,neg,32
1003,找,v,neg,33
1003,物管,n,neg,34
1003,师傅,nr,neg,35
1003,安装,v,neg,36
1003,物管,n,neg,37
1003,收,v,neg,38
1003,第一次,m,neg,39
1003,真的,d,neg,40
1003,只能,v,neg,41
1003,物管,n,neg,42
1003,师傅,nr,neg,43
1003,关系,n,neg,44
1003,介绍,v,neg,45
1003,生意,v,neg,46
1006,不好,d,neg,0
1006,安装费,n,neg,1
1006,花,v,neg,2
1006,三分之一,mq,neg,3
1006,整机,b,neg,4
1006,价格,n,neg,5
1006,感觉,n,neg,6
1006,不值,n,neg,7
1006,安装,v,neg,8
1006,套路,n,neg,9
1006,一点点,m,neg,10
1006,塑料管,n,neg,11
1006,穿墙,n,neg,12
1006,螺丝,n,neg,13
1006,收,v,neg,14
1006,太,d,neg,15
1006,不值,n,neg,16
1007,售后,n,neg,0
1007,安装,v,neg,1
1007,服务,vn,neg,2
1007,极差,n,neg,3
1007,附加,v,neg,4
1007,不合理,n,neg,5
1007,厂家,n,neg,6
1007,不合理,n,neg,7
1007,售后,n,neg,8
1007,电话,n,neg,9
1007,公司,n,neg,10
1007,搪塞,v,neg,11
1007,安装,v,neg,12
1007,师傅,nr,neg,13
1007,符合,v,neg,14
1007,公司,n,neg,15
1007,安装,v,neg,16
1007,安装,v,neg,17
1007,致使,v,neg,18
1007,买完,v,neg,19
1007,投入使用,n,neg,20
1007,安装,v,neg,21
1007,位置,v,neg,22
1007,条件,n,neg,23
1007,品牌,n,neg,24
1007,安装,v,neg,25
1008,安装费,n,neg,0
1008,贼,n,neg,1
1008,贵,a,neg,2
1008,材料,n,neg,3
1008,加进去,v,neg,4
1008,送,v,neg,5
1008,东西,ns,neg,6
1010,安装,v,neg,0
1010,自备,v,neg,1
1010,喷头,v,neg,2
1010,总开关,n,neg,3
1010,害得,v,neg,4
1010,跑来跑去,l,neg,5
1010,真,d,neg,6
1010,麻烦,an,neg,7
1010,购买,v,neg,8
1010,失望,v,neg,9
1011,花,v,neg,0
1011,洒,v,neg,1
1011,喷头,v,neg,2
1011,配件,n,neg,3
1011,收费,n,neg,4
1011,行业,n,neg,5
1011,遥控器,n,neg,6
1011,气,n,neg,7
1011,开裂,v,neg,8
1014,装好,v,neg,0
1014,漏水,n,neg,1
1014,现象,n,neg,2
1014,客服,n,neg,3
1014,售后,n,neg,4
1014,一周,m,neg,5
1014,时间,n,neg,6
1014,办事效率,n,neg,7
1014,低,a,neg,8
1014,售后,n,neg,9
1014,实在,v,neg,10
1022,剩余,v,neg,0
1022,水量,n,neg,1
1022,一大,a,neg,2
1022,败笔,n,neg,3
1026,安装,v,neg,0
1026,人员,n,neg,1
1026,乱收费,n,neg,2
1026,材料,n,neg,3
1026,夸大,v,neg,4
1026,费用,n,neg,5
1026,成倍,m,neg,6
1026,地算,n,neg,7
1026,拿出,v,neg,8
1026,收费,n,neg,9
1026,标准,n,neg,10
1026,消费者,n,neg,11
1026,相当于,v,neg,12
1026,上当,v,neg,13
1026,后悔,v,neg,14
1026,不配,v,neg,15
1026,喷头,v,neg,16
1026,混,n,neg,17
1026,水分,n,neg,18
1026,很好,a,neg,19
1026,太,d,neg,20
1026,买好,v,neg,21
1026,少,a,neg,22
1026,少,a,neg,23
1026,逼,v,neg,24
1026,配件,n,neg,25
1026,安装,v,neg,26
1026,人员,n,neg,27
1026,东西,ns,neg,28
1026,乱收费,n,neg,29
1026,这款,r,neg,30
1026,产品,n,neg,31
1026,先,d,neg,32
1026,评价,n,neg,33
1026,全,a,neg,34
1026,差,a,neg,35
1026,评,n,neg,36
1026,改正,v,neg,37
1026,网购,v,neg,38
1026,十几年,m,neg,39
1026,垃圾,n,neg,40
1027,太坑,n,neg,0
1027,猜猜,v,neg,1
1027,安装,v,neg,2
1027,钱,n,neg,3
1027,安装,v,neg,4
1027,价格,n,neg,5
1027,原价,n,neg,6
1027,无语,v,neg,7
1027,空,n,neg,8
1027,机器,n,neg,9
1027,配件,n,neg,10
1027,花钱买,ns,neg,11
1027,太,d,neg,12
1027,坑人,n,neg,13
1032,物品,n,neg,0
1032,安装,v,neg,1
1032,质量,n,neg,2
1032,后期,t,neg,3
1032,安装,v,neg,4
1032,过程,n,neg,5
1032,人无语,i,neg,6
1032,安装,v,neg,7
1032,师傅,nr,neg,8
1032,配件,n,neg,9
1032,安装,v,neg,10
1032,强买强卖,l,neg,11
1032,品牌,n,neg,12
1032,售后服务,l,neg,13
1032,廉价,n,neg,14
1032,品牌形象,n,neg,15
1032,下次,t,neg,16
1032,选择,v,neg,17
1032,牌子,n,neg,18
1033,购物,n,neg,0
1033,第一个,m,neg,1
1033,差,a,neg,2
1033,评,n,neg,3
1034,单才,nr,neg,0
1034,礼品,n,neg,1
1034,讨厌,v,neg,2
1034,东西,ns,neg,3
1034,不错,a,neg,4
1034,值得,v,neg,5
1034,购买,v,neg,6
1034,手段,n,neg,7
1034,不好,d,neg,8
1034,东西,ns,neg,9
1034,差,a,neg,10
1034,评,n,neg,11
1035,收到,v,neg,0
1035,货,n,neg,1
1035,遥控器,n,neg,2
1035,坏,a,neg,3
1035,客服,n,neg,4
1035,售后,n,neg,5
1035,电话,n,neg,6
1035,上门,ns,neg,7
1035,维修,v,neg,8
1035,寄,v,neg,9
1035,付,v,neg,10
1035,运费,vn,neg,11
1035,收到,v,neg,12
1035,坏,a,neg,13
1035,售后,n,neg,14
1035,真让人,n,neg,15
1035,糟心,a,neg,16
1036,产品,n,neg,0
1036,安装,v,neg,1
1036,师傅,nr,neg,2
1036,服务,vn,neg,3
1036,不好,d,neg,4
1036,乱收费,n,neg,5
1036,安装费,n,neg,6
1036,标准,n,neg,7
1036,想收,v,neg,8
1036,气愤,n,neg,9
1036,差,a,neg,10
1036,评差,n,neg,11
1036,评,v,neg,12
1040,垃圾,n,neg,0
1040,包,v,neg,1
1040,安装,v,neg,2
1040,帮,v,neg,3
1040,挂,v,neg,4
1040,墙上,s,neg,5
1040,配件,n,neg,6
1040,不用,v,neg,7
1040,帮,v,neg,8
1040,装上去,v,neg,9
1040,亏,v,neg,10
1040,两台,m,neg,11
1041,垃圾,n,neg,0
1041,客服,n,neg,1
1041,卖,v,neg,2
1041,东西,ns,neg,3
1041,回话,v,neg,4
1041,天天,t,neg,5
1041,机器人,n,neg,6
1041,只管,c,neg,7
1041,售前,v,neg,8
1042,淋雨,n,neg,0
1042,喷头,v,neg,1
1042,评价,n,neg,2
1042,失望,v,neg,3
1044,垃圾,n,neg,0
1046,东西,ns,neg,0
1046,行,zg,neg,1
1046,扯淡,v,neg,2
1046,售后,n,neg,3
1046,安装,v,neg,4
1046,忽悠,z,neg,5
1046,几天,m,neg,6
1046,安装,v,neg,7
1046,玩意,n,neg,8
1046,收,v,neg,9
1046,安装费,n,neg,10
1046,老人家,n,neg,11
1046,在家,r,neg,12
1046,刚刚,d,neg,13
1046,勇气,n,neg,14
1046,块,zg,neg,15
1046,安装费,n,neg,16
1046,收,v,neg,17
1046,售后,n,neg,18
1046,安装,v,neg,19
1046,不过如此,c,neg,20
1046,差,a,neg,21
1046,评,n,neg,22
1046,产品,n,neg,23
1046,差,a,neg,24
1046,评,n,neg,25
1047,差,a,neg,0
1047,评,n,neg,1
1047,差评,n,neg,2
1047,按规定,l,neg,3
1047,时间,n,neg,4
1047,送货,v,neg,5
1047,提前结束,i,neg,6
1047,送到,v,neg,7
1047,迟迟,d,neg,8
1047,未,d,neg,9
1047,送货,v,neg,10
1047,送过来,l,neg,11
1047,扔下,v,neg,12
1047,走,v,neg,13
1047,安排,v,neg,14
1047,安装,v,neg,15
1047,联系人,n,neg,16
1047,安装,v,neg,17
1047,安装,v,neg,18
1047,答复,v,neg,19
1047,原因,n,neg,20
1047,气,n,neg,21
1047,炸,v,neg,22
1048,安完,v,neg,0
1048,客服,n,neg,1
1048,不上,d,neg,2
1048,晒图,v,neg,3
1048,工具,n,neg,4
1048,保价,n,neg,5
1048,返钱,v,neg,6
1048,客服,n,neg,7
1048,机器人,n,neg,8
1048,客服,n,neg,9
1048,卖完,v,neg,10
1048,东西,ns,neg,11
1048,回信,v,neg,12
1048,差,a,neg,13
1048,评差,n,neg,14
1048,评差,n,neg,15
1048,评,v,neg,16
1048,事情,n,neg,17
1048,三遍,m,neg,18
1048,客服,n,neg,19
1048,回,v,neg,20
1048,投诉,v,neg,21
1050,最差,a,neg,0
1050,售后服务,l,neg,1
1050,安装,v,neg,2
1050,师傅,nr,neg,3
1050,鬼迷日眼,i,neg,4
1050,换,v,neg,5
1050,两次,m,neg,6
1050,搞不定,v,neg,7
1050,小区,n,neg,8
1050,水管,n,neg,9
1050,不好,d,neg,10
1050,接,v,neg,11
1050,电线,n,neg,12
1050,不好,d,neg,13
1050,接,v,neg,14
1050,技术,n,neg,15
1050,差,a,neg,16
1050,外面,f,neg,17
1050,找,v,neg,18
1050,水电工,n,neg,19
1050,安装,v,neg,20
1050,好好,d,neg,21
1050,家用电器,n,neg,22
1050,选择,v,neg,23
1054,感觉,n,neg,0
1054,垃圾,n,neg,1
1055,购买,v,neg,0
1055,降价,n,neg,1
1055,差,a,neg,2
1055,评,n,neg,3
1067,售后服务,l,neg,0
1067,消费者,n,neg,1
1067,不负责任,l,neg,2
1067,消费者,n,neg,3
1067,隐瞒,v,neg,4
1067,安装,v,neg,5
1067,收费,n,neg,6
1067,方式,n,neg,7
1067,变相,n,neg,8
1067,收费,n,neg,9
1067,配件,n,neg,10
1067,价格,n,neg,11
1067,主导,b,neg,12
1067,售后,n,neg,13
1067,人员,n,neg,14
1067,每位,r,neg,15
1067,客户,n,neg,16
1067,安装费,n,neg,17
1067,漏电,nz,neg,18
1067,顾客,nr,neg,19
1067,恐惧,an,neg,20
1067,购买,v,neg,21
1067,安装,v,neg,22
1067,配件,n,neg,23
1067,电话,n,neg,24
1067,回访,v,neg,25
1067,时,n,neg,26
1067,问,v,neg,27
1067,售后,n,neg,28
1067,明管不装,l,neg,29
1067,不锈,v,neg,30
1067,装,v,neg,31
1067,塑料管,n,neg,32
1067,漏电,nz,neg,33
1067,暗管,n,neg,34
1067,装,v,neg,35
1067,说不出,v,neg,36
1067,原因,n,neg,37
1067,问,n,neg,38
1067,安装,v,neg,39
1067,人员,n,neg,40
1067,收,v,neg,41
1067,钱,n,neg,42
1067,记录,n,neg,43
1067,监管,vn,neg,44
1067,收费,n,neg,45
1067,钱,n,neg,46
1067,寻找,v,neg,47
1067,知情权,n,neg,48
1067,没法,v,neg,49
1067,回答,v,neg,50
1067,避开,v,neg,51
1067,答案,n,neg,52
1067,服务员,n,neg,53
1067,语气,n,neg,54
1067,令人,nrt,neg,55
1067,发怒,v,neg,56
1067,希望,v,neg,57
1067,公司,n,neg,58
1067,解决,v,neg,59
1072,太,d,neg,0
1072,垃圾,n,neg,1
1072,安装,v,neg,2
1072,人员,n,neg,3
1072,压力,n,neg,4
1072,太,d,neg,5
1072,漏水,n,neg,6
1076,慎重,a,neg,0
1076,特别,d,neg,1
1076,糟糕,a,neg,2
1076,体验,n,neg,3
1076,家里,s,neg,4
1076,老人家,n,neg,5
1076,吵,v,neg,6
1076,三次,m,neg,7
1076,送货,v,neg,8
1076,开箱,n,neg,9
1076,道理,n,neg,10
1076,说好,v,neg,11
1076,安装,v,neg,12
1076,推,v,neg,13
1076,推迟,v,neg,14
1076,理解,v,neg,15
1076,开箱,n,neg,16
1076,道理,n,neg,17
1076,商量一下,l,neg,18
1076,装,v,neg,19
1076,不行,v,neg,20
1076,投诉,v,neg,21
1076,安装,v,neg,22
1076,人员,n,neg,23
1076,特别,d,neg,24
1076,拽,v,neg,25
1076,客服,n,neg,26
1076,回访,v,neg,27
1076,收获,v,neg,28
1076,号码,n,neg,29
1076,留,v,neg,30
1076,号码,n,neg,31
1076,打给,v,neg,32
1076,家里,s,neg,33
1076,态度,n,neg,34
1076,差,a,neg,35
1076,骂,v,neg,36
1076,第三次,m,neg,37
1076,装好,v,neg,38
1076,回家,n,neg,39
1076,装,v,neg,40
1076,特别,d,neg,41
1076,差,a,neg,42
1076,图,n,neg,43
1076,两边,f,neg,44
1076,平衡,a,neg,45
1076,专业,n,neg,46
1076,吵起来,v,neg,47
1076,懂,v,neg,48
1076,屁,n,neg,49
1076,空调,n,neg,50
1076,电磁炉,n,neg,51
1076,电饭煲,n,neg,52
1076,吸尘器,n,neg,53
1076,弄,v,neg,54
1076,成,n,neg,55
1076,委屈,v,neg,56
1076,没关系,l,neg,57
1076,家里,s,neg,58
1076,吵起来,v,neg,59
1076,客服,n,neg,60
1076,安装,v,neg,61
1076,送货,v,neg,62
1076,环节,n,neg,63
1076,做好,v,neg,64
1076,好好,d,neg,65
1076,说话,v,neg,66
1077,千万别,i,neg,0
1077,售后服务,l,neg,1
1077,太,d,neg,2
1077,差,a,neg,3
1077,太坑,n,neg,4
1078,差,a,neg,0
1078,评,n,neg,1
1078,机子,n,neg,2
1078,一台,m,neg,3
1078,配件,n,neg,4
1078,花,v,neg,5
1078,晒,v,neg,6
1078,冷热水,n,neg,7
1078,阀,n,neg,8
1078,配件,n,neg,9
1078,上门,ns,neg,10
1078,装,v,neg,11
1078,冷热水,n,neg,12
1078,阀,n,neg,13
1078,事后,t,neg,14
1078,上网,v,neg,15
1078,查,v,neg,16
1078,包,v,neg,17
1078,邮,n,neg,18
1078,最差,a,neg,19
1078,花,v,neg,20
1078,晒,v,neg,21
1078,收,v,neg,22
1078,反正,d,neg,23
1078,米,m,neg,24
1078,胶管,n,neg,25
1078,加,v,neg,26
1078,冷热水,n,neg,27
1078,阀加胶,n,neg,28
1078,弯头,v,neg,29
1078,再加,d,neg,30
1078,铜,n,neg,31
1078,三通,nz,neg,32
1078,分,q,neg,33
1078,一共,j,neg,34
1078,块钱,n,neg,35
1078,装,v,neg,36
1078,配件,n,neg,37
1078,市面,n,neg,38
1078,天价,n,neg,39
1078,句句实话,l,neg,40
1079,购物,n,neg,0
1079,体验,n,neg,1
1079,极差,n,neg,2
1082,东西,ns,neg,0
1082,不好,d,neg,1
1082,安装,v,neg,2
1082,花,v,neg,3
1082,花,v,neg,4
1082,洒,v,neg,5
1082,胶,n,neg,6
1082,几天,m,neg,7
1082,烂,v,neg,8
1083,到货,v,neg,0
1083,星期,t,neg,1
1083,电话,n,neg,2
1083,装,n,neg,3
1083,服务,vn,neg,4
1083,太,d,neg,5
1083,差,a,neg,6
1084,垃圾,n,neg,0
1084,物流,n,neg,1
1084,老家,n,neg,2
1084,爸妈,n,neg,3
1084,送货,v,neg,4
1084,送到,v,neg,5
1084,半路,m,neg,6
1084,打电话,l,neg,7
1084,我家,r,neg,8
1084,自取,v,neg,9
1084,订单,n,neg,10
1084,送货,v,neg,11
1084,地址,n,neg,12
1084,斤,m,neg,13
1084,公里,q,neg,14
1084,鬼,n,neg,15
1084,物流,n,neg,16
1084,垃圾,n,neg,17
1084,真,d,neg,18
1084,心想,n,neg,19
1084,退货,v,neg,20
1084,物流,n,neg,21
1084,家里,s,neg,22
1084,取货,v,neg,23
1085,配,v,neg,0
1085,花,v,neg,1
1085,洒,v,neg,2
1085,配,v,neg,3
1085,安装费,n,neg,4
1085,贵,a,neg,5
1085,安装费,n,neg,6
1085,两百,m,neg,7
1087,安装,v,neg,0
1087,水,n,neg,1
1087,管接头,n,neg,2
1087,两个,m,neg,3
1087,洞,n,neg,4
1087,收,v,neg,5
1087,块,zg,neg,6
1087,大洋,ns,neg,7
1087,不值,n,neg,8
1087,混水,n,neg,9
1087,开关,v,neg,10
1087,装,v,neg,11
1087,两个,m,neg,12
1087,洞,n,neg,13
1087,洒水,v,neg,14
1087,开关,v,neg,15
1087,未,d,neg,16
1087,装,v,neg,17
1087,本来,t,neg,18
1087,安装,v,neg,19
1087,接头,v,neg,20
1087,块钱,n,neg,21
1087,搞定,v,neg,22
1087,安装,v,neg,23
1087,人员,n,neg,24
1087,坑,n,neg,25
1090,客服,n,neg,0
1090,忽悠,z,neg,1
1090,功能,n,neg,2
1090,缺失,v,neg,3
1090,安装,v,neg,4
1090,人员,n,neg,5
1090,安装,v,neg,6
1090,开,v,neg,7
1090,关键,n,neg,8
1090,无效,a,neg,9
1090,安装,v,neg,10
1090,四个,m,neg,11
1090,短,a,neg,12
1090,费用,n,neg,13
1090,安装费,n,neg,14
1090,低,a,neg,15
1091,星,n,neg,0
1091,不想,v,neg,1
1091,垃圾,n,neg,2
1091,花,v,neg,3
1091,洒,v,neg,4
1091,配备,v,neg,5
1091,花钱买,ns,neg,6
1091,网购,n,neg,7
1091,最不开心,l,neg,8
1091,建议,n,neg,9
1091,购买,v,neg,10
1093,差,a,neg,0
1093,评,n,neg,1
1093,安装,v,neg,2
1093,收到,v,neg,3
1093,安装,v,neg,4
1094,星,n,neg,0
1094,不想,v,neg,1
1094,快递,v,neg,2
1094,行,zg,neg,3
1094,装,v,neg,4
1094,东西,ns,neg,5
1094,漫天要价,i,neg,6
1094,醉,v,neg,7
1094,东西,ns,neg,8
1094,没用,v,neg,9
1094,家里,s,neg,10
1094,爸管,n,neg,11
1094,不让,v,neg,12
1094,装,v,neg,13
1094,窝心,n,neg,14
1094,购物,n,neg,15
1095,售后服务,l,neg,0
1095,超级,b,neg,1
1095,差,a,neg,2
1095,安装,v,neg,3
1095,师傅,nr,neg,4
1095,态度,n,neg,5
1095,极差,n,neg,6
1095,购买,v,neg,7
1095,产品,n,neg,8
1095,放心,v,neg,9
1099,减配,v,neg,0
1099,花,v,neg,1
1099,洒,v,neg,2
1099,提示,v,neg,3
1099,购买,v,neg,4
1099,体验,n,neg,5
1099,差,a,neg,6
1101,做,v,neg,0
1101,信赖,n,neg,1
1101,用户,n,neg,2
1101,实在,v,neg,3
1101,不想,v,neg,4
1101,差评,n,neg,5
1101,买回,v,neg,6
1101,泄,vg,neg,7
1101,压阀,n,neg,8
1101,漏水,n,neg,9
1101,承认,v,neg,10
1101,产品,n,neg,11
1101,售后,n,neg,12
1101,换,v,neg,13
1101,次,q,neg,14
1101,泄,vg,neg,15
1101,压阀,n,neg,16
1101,终于,d,neg,17
1101,承认,v,neg,18
1101,产品,n,neg,19
1101,同意,d,neg,20
1101,换货,nz,neg,21
1101,同意,d,neg,22
1101,期间,f,neg,23
1101,打电话,l,neg,24
1101,抱歉,v,neg,25
1101,给换,v,neg,26
1101,消费者,n,neg,27
1101,简单,a,neg,28
1101,诉求,v,neg,29
1101,买回来,l,neg,30
1101,产品,n,neg,31
1101,拖,v,neg,32
1101,半个,m,neg,33
1101,月,m,neg,34
1101,电话,n,neg,35
