index_content,word,nature,content_type,index_word
7,能源,n,pos,24
7,高端,n,pos,25
7,大气,n,pos,26
7,上档次,b,pos,27
7,低调,v,pos,28
7,奢华,a,pos,29
7,内涵,n,pos,30
9,乡下,s,pos,0
9,外公,n,pos,1
9,包装,v,pos,2
9,看着,v,pos,3
9,很大,a,pos,4
9,气,n,pos,5
9,上档次,b,pos,6
9,送货,v,pos,7
9,挺快,v,pos,8
9,预约,v,pos,9
9,安装,v,pos,10
9,价格,n,pos,11
9,蛮好,a,pos,12
9,安装费,n,pos,13
9,不到,v,pos,14
9,一百,m,pos,15
9,搞定,v,pos,16
9,简单,a,pos,17
9,温度,n,pos,18
9,标示,v,pos,19
9,配送,v,pos,20
9,花,v,pos,21
9,洒,v,pos,22
9,出水量,n,pos,23
9,适中,v,pos,24
9,烧水,n,pos,25
9,挺快,v,pos,26
9,夏天,t,pos,27
9,洗,v,pos,28
9,冬天,t,pos,29
9,洗完,v,pos,30
9,烧,v,pos,31
9,半个,m,pos,32
9,小时,n,pos,33
11,烧水,n,pos,0
11,加热,v,pos,1
11,不急,a,pos,2
11,半个,m,pos,3
11,小时,n,pos,4
11,热水,n,pos,5
11,连接,v,pos,6
11,大花洒,i,pos,7
11,出水量,n,pos,8
11,洗,v,pos,9
11,爽,a,pos,10
11,加热,v,pos,11
11,到度,d,pos,12
11,混,a,pos,13
11,凉水,n,pos,14
11,显示,v,pos,15
11,水温,n,pos,16
11,降到,v,pos,17
11,热水,n,pos,18
11,水温,n,pos,19
11,降低,v,pos,20
11,满意,v,pos,21
11,满意,v,pos,22
11,特别,d,pos,23
11,赞扬,v,pos,24
11,西安,ns,pos,25
11,售后,n,pos,26
11,赵师傅,nr,pos,27
11,赵师傅,nr,pos,28
11,安装,v,pos,29
11,管线,n,pos,30
11,改造,v,pos,31
11,麻烦,an,pos,32
11,师傅,nr,pos,33
11,前前后后,i,pos,34
11,干,v,pos,35
11,小时,n,pos,36
11,态度,n,pos,37
11,干活,a,pos,38
11,仔细,ad,pos,39
11,收费,n,pos,40
11,实惠,vn,pos,41
11,点,m,pos,42
11,赞,v,pos,43
13,价格便宜,n,pos,0
13,性价比,n,pos,1
13,高,a,pos,2
13,容量,n,pos,3
13,合适,a,pos,4
13,总体,n,pos,5
13,挺不错,i,pos,6
13,安装,v,pos,7
13,高端,n,pos,8
13,大气,n,pos,9
13,上档次,b,pos,10
13,隔壁家,n,pos,11
13,小孩,n,pos,12
13,我家,r,pos,13
13,洗澡,v,pos,14
13,场面,n,pos,15
13,一度,mq,pos,16
13,控制,v,pos,17
13,不住,v,pos,18
14,商品质量,n,pos,0
14,制热,v,pos,1
14,保温,n,pos,2
14,长,a,pos,3
14,面板,n,pos,4
14,触摸,v,pos,5
14,灵敏,nr,pos,6
14,遥控器,n,pos,7
14,操作,v,pos,8
14,外观,n,pos,9
14,高端,n,pos,10
14,大气,n,pos,11
14,价格便宜,n,pos,12
14,实惠,vn,pos,13
14,配送,v,pos,14
14,快捷,a,pos,15
14,准时,v,pos,16
14,师傅,nr,pos,17
14,安装,v,pos,18
14,美观,nz,pos,19
14,快捷,a,pos,20
14,值得,v,pos,21
14,推荐,v,pos,22
15,选,v,pos,0
15,好久,m,pos,1
15,选,v,pos,2
15,这款,r,pos,3
15,外观,n,pos,4
15,漂亮,a,pos,5
15,安装,v,pos,6
15,师傅,nr,pos,7
15,热心,n,pos,8
15,态度,n,pos,9
15,品牌,n,pos,10
15,值得,v,pos,11
15,推荐,v,pos,12
16,昨天,t,pos,0
16,师傅,nr,pos,1
16,安装,v,pos,2
16,不错,a,pos,3
16,的的,u,pos,4
16,多年,m,pos,5
16,值得,v,pos,6
16,信赖,n,pos,7
17,安装,v,pos,0
17,满意,v,pos,1
17,安装,v,pos,2
17,人员,n,pos,3
17,服务,vn,pos,4
17,点,m,pos,5
17,赞,v,pos,6
18,空调,n,pos,0
18,高端,n,pos,1
18,大气,n,pos,2
18,上档次,b,pos,3
18,值得,v,pos,4
18,购买,v,pos,5
18,推荐,v,pos,6
18,信任,n,pos,7
19,好长时间,n,pos,0
19,评价,n,pos,1
19,中,f,pos,2
19,屏幕,n,pos,3
19,灵敏度,n,pos,4
19,高,a,pos,5
19,不错,a,pos,6
19,支持,v,pos,7
21,节能,v,pos,0
21,噪音,n,pos,1
21,占用,v,pos,2
21,卫生间,n,pos,3
21,空间,n,pos,4
21,安装,v,pos,5
21,师傅,nr,pos,6
21,帮,v,pos,7
21,安装,v,pos,8
21,细心,n,pos,9
21,教,v,pos,10
21,安装,v,pos,11
21,帮忙,v,pos,12
21,打扫卫生,nz,pos,13
21,快递,v,pos,14
21,送,v,pos,15
21,安装,v,pos,16
21,服务态度,n,pos,17
22,好评,v,pos,0
22,安装,v,pos,1
22,师傅,nr,pos,2
22,服务,vn,pos,3
22,外观设计,n,pos,4
22,简单,a,pos,5
22,大方,n,pos,6
22,满意,v,pos,7
22,邻居,v,pos,8
23,正品,n,pos,0
23,质量,n,pos,1
23,送货,v,pos,2
23,很快,d,pos,3
23,我家,r,pos,4
23,电器,n,pos,5
23,满意,v,pos,6
24,服务态度,n,pos,0
24,货后,n,pos,1
24,安装,v,pos,2
24,十分满意,l,pos,3
25,东西,ns,pos,0
25,吃的用,l,pos,1
25,算,v,pos,2
25,老客户,n,pos,3
25,自营,vn,pos,4
25,产品,n,pos,5
25,保障,v,pos,6
25,产品质量,n,pos,7
25,送货,v,pos,8
25,满意,v,pos,9
25,会长,n,pos,10
26,产品,n,pos,0
26,不错,a,pos,1
26,满意,v,pos,2
26,商城,ns,pos,3
26,物美价廉,l,pos,4
27,发货,n,pos,0
27,师傅,nr,pos,1
27,安装,v,pos,2
27,很快,d,pos,3
28,物流,n,pos,0
28,太,d,pos,1
28,第二天,m,pos,2
28,安装,v,pos,3
28,家里,s,pos,4
28,电器,n,pos,5
28,品牌,n,pos,6
28,好用,v,pos,7
28,电器,n,pos,8
28,自营,vn,pos,9
28,安装,v,pos,10
28,师傅,nr,pos,11
28,服务,vn,pos,12
28,热心,n,pos,13
28,不是太好,l,pos,14
28,安装,v,pos,15
28,时,ng,pos,16
28,细心,n,pos,17
28,帮,v,pos,18
28,解决,v,pos,19
28,师傅,nr,pos,20
28,点,m,pos,21
28,赞,v,pos,22
29,自营,vn,pos,0
29,店,n,pos,1
29,购物,n,pos,2
29,放心,v,pos,3
29,值得,v,pos,4
29,信赖,n,pos,5
29,快递,v,pos,6
29,速度,n,pos,7
29,快递,v,pos,8
29,小哥,n,pos,9
29,力,n,pos,10
29,强力,n,pos,11
29,推荐,v,pos,12
29,购物,n,pos,13
29,选,zg,pos,14
30,性价比,n,pos,0
30,选,v,pos,1
30,好久,m,pos,2
30,最终,d,pos,3
30,买的,n,pos,4
30,这款,r,pos,5
30,升,v,pos,6
30,瓦,nr,pos,7
30,不错,a,pos,8
30,安装,v,pos,9
30,服务,vn,pos,10
30,不错,a,pos,11
33,不错,a,pos,0
33,一款,m,pos,1
33,质量,n,pos,2
33,扛,v,pos,3
33,扛,v,pos,4
33,低,a,pos,5
33,还行,v,pos,6
35,洗衣机,n,pos,0
35,功能齐全,i,pos,1
35,外观,n,pos,2
35,漂亮,a,pos,3
35,送货,v,pos,4
35,速度,n,pos,5
35,很快,d,pos,6
35,师傅,nr,pos,7
35,提前,v,pos,8
35,预约,v,pos,9
35,准时到达,l,pos,10
35,服务态度,n,pos,11
35,这方面,mq,pos,12
35,感觉,n,pos,13
35,无敌,v,pos,14
35,洗衣机,n,pos,15
35,安装,v,pos,16
35,师傅,nr,pos,17
35,教,v,pos,18
35,告知,v,pos,19
35,注意事项,n,pos,20
36,功能齐全,i,pos,0
36,价格,n,pos,1
36,实惠,vn,pos,2
36,送货,v,pos,3
36,速度,n,pos,4
36,很快,d,pos,5
36,师傅,nr,pos,6
36,提前,v,pos,7
36,预约,v,pos,8
36,准时到达,l,pos,9
36,服务态度,n,pos,10
36,这方面,mq,pos,11
36,感觉,n,pos,12
36,无敌,v,pos,13
36,安装,v,pos,14
36,师傅,nr,pos,15
36,教,v,pos,16
36,告知,v,pos,17
36,注意事项,n,pos,18
40,信赖,n,pos,0
40,希望,v,pos,1
40,越走越远,i,pos,2
41,毛,nr,pos,0
41,经济,n,pos,1
41,实惠,vn,pos,2
41,耐用,a,pos,3
41,希望,v,pos,4
41,再加,d,pos,5
41,再励,v,pos,6
41,双十,m,pos,7
41,寸,m,pos,8
41,电视,n,pos,9
41,十字,nz,pos,10
41,冰箱,n,pos,11
41,优惠,vn,pos,12
41,点,q,pos,13
41,力,n,pos,14
41,双十,m,pos,15
41,下手,v,pos,16
42,商品,n,pos,0
42,不错,a,pos,1
42,经济,n,pos,2
42,实惠,vn,pos,3
42,物流,n,pos,4
45,安装,v,pos,0
45,服务,vn,pos,1
45,态度,n,pos,2
45,满意,v,pos,3
46,前段时间,n,pos,0
46,卖,v,pos,1
46,叔叔,n,pos,2
46,看着,v,pos,3
46,不错,a,pos,4
46,实惠,vn,pos,5
46,遥控,vn,pos,6
46,加热,v,pos,7
46,停电,v,pos,8
46,保温,n,pos,9
46,效果,n,pos,10
49,东西,ns,pos,0
49,好看,v,pos,1
49,送货,v,pos,2
49,很快,d,pos,3
49,房子,n,pos,4
49,没装,v,pos,5
49,评价,n,pos,6
49,朋友家,n,pos,7
49,款,m,pos,8
49,热,a,pos,9
49,很快,d,pos,10
49,成功,a,pos,11
49,网购,n,pos,12
51,购买,v,pos,0
51,款,m,pos,1
51,朋友,n,pos,2
51,说好,v,pos,3
51,价格,n,pos,4
51,便宜,a,pos,5
51,实体店,n,pos,6
51,便宜,a,pos,7
51,好多,m,pos,8
51,送货,v,pos,9
51,速度,n,pos,10
51,很快,d,pos,11
51,服务态度,n,pos,12
51,满意,v,pos,13
52,昨天晚上,t,pos,0
52,下单,n,pos,1
52,今天下午,nr,pos,2
52,送到,v,pos,3
52,安装,v,pos,4
52,速度,n,pos,5
52,真快,d,pos,6
52,感谢,v,pos,7
52,送货上门,l,pos,8
52,师傅,nr,pos,9
52,安装,v,pos,10
52,师傅,nr,pos,11
52,辛苦,a,pos,12
52,全分,n,pos,13
53,比较满意,l,pos,0
53,配送,v,pos,1
53,速度,n,pos,2
53,服务态度,n,pos,3
53,包装,v,pos,4
53,完好,a,pos,5
53,师傅,nr,pos,6
53,开箱,n,pos,7
53,开机,n,pos,8
53,验货,vn,pos,9
53,负责,v,pos,10
53,现场,n,pos,11
53,客户,n,pos,12
53,签收,v,pos,13
53,评分,n,pos,14
54,满意,v,pos,0
54,安装,v,pos,1
54,张师傅,nr,pos,2
54,细心,n,pos,3
54,装修,v,pos,4
54,时,ng,pos,5
54,接,v,pos,6
54,水管,n,pos,7
54,装,v,pos,8
54,张师傅,nr,pos,9
54,帮,v,pos,10
54,装,n,pos,11
54,服务,vn,pos,12
54,没得说,l,pos,13
55,升,zg,pos,0
55,机器,n,pos,1
55,外型,b,pos,2
55,高端,n,pos,3
55,大气,n,pos,4
55,上档次,b,pos,5
55,远程,n,pos,6
55,遥控,vn,pos,7
55,触屏,n,pos,8
55,效果,n,pos,9
55,操作,v,pos,10
55,简单,a,pos,11
56,升,v,pos,0
56,遥控,vn,pos,1
56,真的,d,pos,2
56,好用,v,pos,3
56,保修,v,pos,4
56,真的,d,pos,5
56,购买,v,pos,6
56,品牌,n,pos,7
56,值得,v,pos,8
56,信赖,n,pos,9
57,款,m,pos,0
57,加热,v,pos,1
57,很快,d,pos,2
57,容量,n,pos,3
57,够,v,pos,4
57,安装,v,pos,5
57,师傅,nr,pos,6
57,说话,v,pos,7
57,好评,v,pos,8
59,送来,v,pos,0
59,拆开,v,pos,1
59,售后,n,pos,2
59,不让,v,pos,3
59,拆,v,pos,4
59,安装,v,pos,5
59,人员,n,pos,6
59,拆开,v,pos,7
59,质量,n,pos,8
59,负责,v,pos,9
59,安装,v,pos,10
59,后在,t,pos,11
60,服务,vn,pos,0
60,不错,a,pos,1
60,额,n,pos,2
60,家里,s,pos,3
60,安,v,pos,4
60,楼上,s,pos,5
60,二楼,n,pos,6
60,修好,v,pos,7
60,段时间,nr,pos,8
60,安,v,pos,9
60,再来,d,pos,10
60,评下,v,pos,11
61,尺寸,n,pos,0
61,放下,v,pos,1
61,售后,n,pos,2
61,人员,n,pos,3
61,特别,d,pos,4
61,负责,v,pos,5
61,询问,v,pos,6
61,几次,m,pos,7
61,浴室,n,pos,8
61,尺寸,n,pos,9
62,服务,vn,pos,0
62,店家,n,pos,1
62,物流,n,pos,2
62,安装,v,pos,3
62,挺棒,n,pos,4
62,购买,v,pos,5
62,安装,v,pos,6
62,三天,m,pos,7
62,结束,v,pos,8
62,短信,n,pos,9
62,温馨,nr,pos,10
62,提示,v,pos,11
62,很棒,a,pos,12
63,正规,a,pos,0
63,标准,n,pos,1
63,速度,n,pos,2
63,送货,v,pos,3
63,师傅,nr,pos,4
63,特别,d,pos,5
63,安装,v,pos,6
63,师傅,nr,pos,7
63,满意,v,pos,8
64,物流,n,pos,0
64,快捷,a,pos,1
64,售后,n,pos,2
64,跟进,v,pos,3
64,安装,v,pos,4
64,师傅,nr,pos,5
64,力,n,pos,6
64,中,f,pos,7
64,一切正常,i,pos,8
64,品牌,n,pos,9
64,值得,v,pos,10
64,信赖,n,pos,11
65,节能,v,pos,0
65,省电,j,pos,1
65,外,n,pos,2
65,观,vg,pos,3
65,漂亮,a,pos,4
65,节能,v,pos,5
65,物流,n,pos,6
65,很快,d,pos,7
65,送货,v,pos,8
65,师傅,nr,pos,9
65,态度,n,pos,10
66,不错,a,pos,0
66,价格,n,pos,1
66,实惠,vn,pos,2
66,安装,v,pos,3
66,花,v,pos,4
66,老房子,n,pos,5
66,安装,v,pos,6
66,麻烦,an,pos,7
68,安装,v,pos,0
68,几天,m,pos,1
68,老牌子,n,pos,2
68,值得,v,pos,3
68,购买,v,pos,4
71,一段时间,l,pos,0
71,感觉,n,pos,1
71,质量,n,pos,2
71,不错,a,pos,3
71,对得起,v,pos,4
71,价钱,n,pos,5
72,白色,n,pos,0
72,好看,v,pos,1
72,大气,n,pos,2
72,升温,v,pos,3
72,很快,d,pos,4
72,洗澡,v,pos,5
72,够用,v,pos,6
72,一级,m,pos,7
72,能耗,n,pos,8
72,满意,v,pos,9
74,发货,n,pos,0
74,速度,n,pos,1
74,很快,d,pos,2
74,安装,v,pos,3
74,师傅,nr,pos,4
74,服务,vn,pos,5
74,热情,n,pos,6
74,五星,nz,pos,7
74,好评,v,pos,8
75,商品,n,pos,0
75,刚刚,d,pos,1
75,收到,v,pos,2
75,安装,v,pos,3
75,物流,n,pos,4
75,速度,n,pos,5
75,很快,d,pos,6
75,耐用,a,pos,7
76,产品,n,pos,0
76,不错,a,pos,1
76,价格合理,n,pos,2
76,物流,n,pos,3
76,力,n,pos,4
76,东西,ns,pos,5
76,放心,v,pos,6
77,不错,a,pos,0
77,不错,a,pos,1
77,性价比,n,pos,2
77,高,a,pos,3
77,合算,v,pos,4
78,到货,v,pos,0
78,安装,v,pos,1
78,几天,m,pos,2
78,评价,n,pos,3
78,物流,n,pos,4
78,挺快,v,pos,5
78,店家,n,pos,6
78,服务,vn,pos,7
78,热情,n,pos,8
78,好评,v,pos,9
79,品牌,n,pos,0
79,厂家,n,pos,1
79,值得,v,pos,2
79,信赖,n,pos,3
79,进口,vn,pos,4
80,价格便宜,n,pos,0
80,质量,n,pos,1
80,不错,a,pos,2
80,满意,v,pos,3
80,购物,n,pos,4
82,东西,ns,pos,0
82,真的,d,pos,1
82,很棒,a,pos,2
82,喜欢,v,pos,3
84,品牌,n,pos,0
84,值得,v,pos,1
84,信赖,n,pos,2
84,水热,n,pos,3
84,很快,d,pos,4
84,售后,n,pos,5
84,安装,v,pos,6
84,专业,n,pos,7
85,东西,ns,pos,0
85,不错,a,pos,1
85,实体店,n,pos,2
85,优惠,vn,pos,3
85,安装,v,pos,4
85,师傅,nr,pos,5
85,热情,n,pos,6
85,满意,v,pos,7
86,收到,v,pos,0
86,售后,n,pos,1
86,服务,vn,pos,2
86,很棒,a,pos,3
86,满意,v,pos,4
87,不错,a,pos,0
87,性价比,n,pos,1
87,值得,v,pos,2
87,购买,v,pos,3
89,外观,n,pos,0
89,大气,n,pos,1
89,品牌,n,pos,2
89,值得,v,pos,3
89,信赖,n,pos,4
89,物流,n,pos,5
89,很快,d,pos,6
89,安装,v,pos,7
89,专业,n,pos,8
90,安装,v,pos,0
90,希望,v,pos,1
90,质量,n,pos,2
91,质量,n,pos,0
91,价格,n,pos,1
91,高,a,pos,2
91,便宜,a,pos,3
91,实用,v,pos,4
93,热,a,pos,0
93,很快,d,pos,1
93,品牌,n,pos,2
93,值得,v,pos,3
93,信赖,n,pos,4
94,安装,v,pos,0
94,师傅,nr,pos,1
94,热心,n,pos,2
94,服务,vn,pos,3
96,不错,a,pos,0
96,热水,n,pos,1
96,速度,n,pos,2
96,没试,v,pos,3
98,五星,nz,pos,0
98,好评,v,pos,1
98,安装,v,pos,2
98,师傅,nr,pos,3
98,力,n,pos,4
98,感谢,v,pos,5
99,送货到,l,pos,0
99,安装,v,pos,1
99,满意,v,pos,2
99,品牌,n,pos,3
99,力量,n,pos,4
101,东西,ns,pos,0
101,还好,v,pos,1
101,安装,v,pos,2
101,师傅,nr,pos,3
101,比较满意,l,pos,4
102,安装,v,pos,0
102,态度,n,pos,1
102,运送,v,pos,2
102,速度,n,pos,3
102,很快,d,pos,4
102,好评,v,pos,5
103,物流,n,pos,0
103,很快,d,pos,1
103,服务态度,n,pos,2
103,老客户,n,pos,3
107,东西,ns,pos,0
107,性价比,n,pos,1
107,高,a,pos,2
107,安装,v,pos,3
107,师傅,nr,pos,4
107,手艺,n,pos,5
107,不错,a,pos,6
109,东西,ns,pos,0
109,真,d,pos,1
109,价格,n,pos,2
109,优惠,vn,pos,3
109,好评,v,pos,4
109,好评,v,pos,5
109,好评,v,pos,6
111,质量,n,pos,0
111,不错,a,pos,1
111,保温,n,pos,2
111,效果,n,pos,3
111,挺好用,a,pos,4
112,送货,v,pos,0
112,很快,d,pos,1
112,安装,v,pos,2
112,效果,n,pos,3
112,加热,v,pos,4
113,配送,v,pos,0
113,安装,v,pos,1
113,服务,vn,pos,2
113,满意,v,pos,3
114,外观,n,pos,0
114,高大,a,pos,1
114,信赖,n,pos,2
116,品牌,n,pos,0
116,不错,a,pos,1
117,不错,a,pos,0
117,物流,n,pos,1
117,速度,n,pos,2
117,挺快,v,pos,3
120,不错,a,pos,0
120,恒温,nz,pos,1
120,安装,v,pos,2
120,师傅,nr,pos,3
121,产品,n,pos,0
121,不错,a,pos,1
121,安装,v,pos,2
121,师傅,nr,pos,3
121,服务态度,n,pos,4
126,物流,n,pos,0
126,力,n,pos,1
126,昨天早上,nr,pos,2
126,下午,t,pos,3
126,送到,v,pos,4
126,师傅,nr,pos,5
126,上门,ns,pos,6
126,安装,v,pos,7
126,不错,a,pos,8
129,物流,n,pos,0
129,很快,d,pos,1
129,服务,vn,pos,2
130,送货,v,pos,0
130,很快,d,pos,1
130,服务,vn,pos,2
132,服务满意,n,pos,0
132,五星,nz,pos,1
132,好评,v,pos,2
133,货,n,pos,0
133,收到,v,pos,1
133,喜欢,v,pos,2
137,服务,vn,pos,0
137,安装,v,pos,1
137,满意,v,pos,2
144,服务,vn,pos,0
144,满意,v,pos,1
151,不错,a,pos,0
151,下单,n,pos,1
151,第二天,m,pos,2
151,下午,t,pos,3
151,师傅,nr,pos,4
151,上门,ns,pos,5
151,安装,v,pos,6
151,收,v,pos,7
151,点,m,pos,8
151,材料费,n,pos,9
151,不到,v,pos,10
151,块,zg,pos,11
151,安装,v,pos,12
151,厕所,n,pos,13
151,热水,n,pos,14
151,接到,v,pos,15
151,厨房,n,pos,16
151,非常感谢,i,pos,17
151,安装,v,pos,18
151,师傅,nr,pos,19
151,升,v,pos,20
151,家里,s,pos,21
151,三个,m,pos,22
151,大人,n,pos,23
151,小孩,n,pos,24
151,正好,a,pos,25
151,够用,v,pos,26
151,品牌,n,pos,27
151,值得,v,pos,28
151,信赖,n,pos,29
151,点,m,pos,30
151,赞,v,pos,31
152,一个多月,m,pos,0
152,评价,n,pos,1
152,说实话,l,pos,2
152,电器,n,pos,3
152,漏电,nz,pos,4
152,不漏水,i,pos,5
152,省,n,pos,6
152,电,n,pos,7
152,客户,n,pos,8
152,态度,n,pos,9
152,送,v,pos,10
152,浴巾,n,pos,11
152,自已,d,pos,12
152,填错,v,pos,13
152,主动,b,pos,14
152,重填,v,pos,15
152,寄,v,pos,16
152,问,v,pos,17
152,随答,v,pos,18
152,物流,n,pos,19
152,安装,v,pos,20
152,师傅,nr,pos,21
152,用心,n,pos,22
153,月,m,pos,0
153,日,m,pos,1
153,收到,v,pos,2
153,货,n,pos,3
153,日,m,pos,4
153,上午,t,pos,5
153,安装,v,pos,6
153,师傅,nr,pos,7
153,上门,ns,pos,8
153,安装,v,pos,9
153,安装,v,pos,10
153,服务,vn,pos,11
153,速度,n,pos,12
153,一流,n,pos,13
153,干活,a,pos,14
153,干净利索,n,pos,15
153,材料,n,pos,16
153,收费,n,pos,17
153,接照,v,pos,18
153,材料,n,pos,19
153,标准,n,pos,20
153,收取,v,pos,21
153,收费,n,pos,22
153,美观,nz,pos,23
153,大方,n,pos,24
153,暂时,d,pos,25
153,后续,v,pos,26
153,追评,v,pos,27
154,安装,v,pos,0
154,师傅,nr,pos,1
154,速度,n,pos,2
154,特别,d,pos,3
154,自备,v,pos,4
154,角阀,n,pos,5
154,波纹管,n,pos,6
154,安装工,n,pos,7
154,挣到,v,pos,8
154,料,n,pos,9
154,钱,n,pos,10
154,安装,v,pos,11
154,态度,n,pos,12
154,不错,a,pos,13
154,东西,ns,pos,14
154,试,v,pos,15
154,安装,v,pos,16
154,高,a,pos,17
154,调,v,pos,18
154,遥控器,n,pos,19
155,五星,nz,pos,0
155,好评,v,pos,1
155,送货,v,pos,2
155,负责,v,pos,3
155,安装,v,pos,4
155,利索,n,pos,5
155,产品,n,pos,6
155,不错,a,pos,7
155,安装费,n,pos,8
155,是因为,c,pos,9
155,开,v,pos,10
155,宝马,nr,pos,11
155,其他人,rr,pos,12
155,几十,m,pos,13
155,总体,n,pos,14
155,服务,vn,pos,15
155,不错,a,pos,16
156,服务,vn,pos,0
156,特别,d,pos,1
156,配送,v,pos,2
156,购买,v,pos,3
156,商品,n,pos,4
156,不错,a,pos,5
156,打电话,l,pos,6
156,客服,n,pos,7
156,安装,v,pos,8
156,安装,v,pos,9
156,师傅,nr,pos,10
156,有效率,n,pos,11
156,安装,v,pos,12
156,态度,n,pos,13
156,款,m,pos,14
156,外观,n,pos,15
156,大方,n,pos,16
156,干净,a,pos,17
156,安装简单,nr,pos,18
156,特别,d,pos,19
156,省,n,pos,20
156,电,n,pos,21
156,超值,v,pos,22
158,送货,v,pos,0
158,安装,v,pos,1
158,预约,v,pos,2
158,历史,n,pos,3
158,上门,ns,pos,4
158,安装,v,pos,5
158,师傅,nr,pos,6
158,准时,v,pos,7
158,用心,n,pos,8
158,收费,n,pos,9
158,费用,n,pos,10
158,收取,v,pos,11
158,安装,v,pos,12
158,满意,v,pos,13
158,服务态度,n,pos,14
158,安装,v,pos,15
158,师傅,nr,pos,16
158,衣服,n,pos,17
158,淋湿,n,pos,18
158,安装,v,pos,19
158,赞赞,v,pos,20
158,赞,v,pos,21
158,安装,v,pos,22
158,师傅,nr,pos,23
158,满意,v,pos,24
159,安装,v,pos,0
159,师傅,nr,pos,1
159,态度,n,pos,2
159,不错,a,pos,3
159,电话,n,pos,4
159,提前,v,pos,5
159,预约,v,pos,6
159,到场,d,pos,7
159,前,f,pos,8
159,预约,v,pos,9
159,提醒,v,pos,10
159,客户,n,pos,11
159,仔细,ad,pos,12
159,细致入微,i,pos,13
159,服务,vn,pos,14
159,安装程序,l,pos,15
159,规范化,n,pos,16
159,值得,v,pos,17
159,信赖,n,pos,18
